review_id,product_name,product_category,source,source_url,review_title,review_text,rating,review_date,verified_purchase,helpful_votes,ingestion_timestamp,data_mode
DEMO-00012,Vision4K Smart Streaming Dongle,Electronics,Demo Dataset,https://example.com/demo-review-data,Ordinary product without highlights,Here is my honest take on the Vision4K Smart Streaming Dongle: does what it says on the box. No major competitive advantages and no catastrophic failures either. [Ref: ID-12],3.0,2026-05-29,True,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00013,ProGamer Wireless Mechanical Keyboard,Electronics,Demo Dataset,https://example.com/demo-review-data,,"Here is my honest take on the ProGamer Wireless Mechanical Keyboard: it completely exceeded every expectation. Superb craftsmanship, lightning-fast setup, and premium durability. Highly recommend to everyone! [Ref: ID-13]",5.0,2026-05-08,True,3.0,2026-09-14T10:00:00Z,DEMO
DEMO-00014,Botanical Herbals Rejuvenating Night Cream,Beauty and Personal Care,Demo Dataset,https://example.com/demo-review-data,Dependable and practical,"Having ordered the Botanical Herbals Rejuvenating Night Cream last month, works as expected with consistent results. A slight learning curve at first, but smooth sailing afterwards. [Ref: ID-14]",4.0,2026-05-02,True,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00015,TrailBlazer Lightweight Trekking Poles,Sports and Outdoors,Demo Dataset,https://example.com/demo-review-data,Absolutely phenomenal quality!,"I have been testing this TrailBlazer Lightweight Trekking Poles for several weeks now and it completely exceeded every expectation. Superb craftsmanship, lightning-fast setup, and premium durability. Highly recommend to everyone! [Ref: ID-15]",5.0,2025-10-05,True,3.0,2026-09-14T10:00:00Z,DEMO
DEMO-00016,ChefMaster 8-Piece Japanese Knife Set,Home and Kitchen,Demo Dataset,https://example.com/demo-review-data,"Average, meets basic expectations","Regarding this ChefMaster 8-Piece Japanese Knife Set, it arrived in standard packaging on schedule. Neither particularly impressed nor disappointed. It functions normally. [Ref: ID-16]",0.0,2026-02-20,True,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00017,ProGamer Wireless Mechanical Keyboard,Electronics,Demo Dataset,https://example.com/demo-review-data,Outstanding build and reliability,"To be completely honest about the ProGamer Wireless Mechanical Keyboard, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-17]",5.0,2025-08-11,True,4.0,2026-09-14T10:00:00Z,DEMO
DEMO-00018,HydraGlow Hyaluronic Acid Facial Serum,Beauty and Personal Care,Demo Dataset,https://example.com/demo-review-data,Outstanding build and reliability,"Having ordered the HydraGlow Hyaluronic Acid Facial Serum last month, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-18]",5.0,2025-10-04,True,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00019,PureAir HEPA Room Air Purifier,Home and Kitchen,Demo Dataset,https://example.com/demo-review-data,Outstanding build and reliability,"After reading mixed feedback online, I tried the PureAir HEPA Room Air Purifier and the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-19]",5.0,2025-10-02,True,2.0,2026-09-14T10:00:00Z,DEMO
DEMO-00020,Vision4K Smart Streaming Dongle,Electronics,Demo Dataset,https://example.com/demo-review-data,Good quality for the price,Here is my honest take on the Vision4K Smart Streaming Dongle: the materials feel decent and it does its job smoothly. Delivery was fast and packaging was secure. Overall quite satisfied. [Ref: ID-20],4.0,2026-02-16,True,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00021,AromaBreeze Stainless Steel Espresso Maker,Home and Kitchen,Demo Dataset,https://example.com/demo-review-data,Exceptional value and engineering,"We needed a reliable solution and chose the AromaBreeze Stainless Steel Espresso Maker, and incredible reliability and fantastic support. You will certainly not regret buying this. Truly top tier in its category. [Ref: ID-21]",5.0,2025-03-19,True,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00022,Botanical Herbals Rejuvenating Night Cream,Beauty and Personal Care,Demo Dataset,https://example.com/demo-review-data,Dependable and practical,"Regarding this Botanical Herbals Rejuvenating Night Cream, works as expected with consistent results. A slight learning curve at first, but smooth sailing afterwards. [Ref: ID-22]",4.0,2025-03-10,True,1.0,2026-09-14T10:00:00Z,DEMO
DEMO-00023,HydraGlow Hyaluronic Acid Facial Serum,Beauty and Personal Care,Demo Dataset,https://example.com/demo-review-data,,I have been testing this HydraGlow Hyaluronic Acid Facial Serum for several weeks now and the materials feel decent and it does its job smoothly. Delivery was fast and packaging was secure. Overall quite satisfied. [Ref: ID-23],4.0,2025-06-07,True,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00024,SilkTouch Ceramic Hair Straightener,Beauty and Personal Care,Demo Dataset,https://example.com/demo-review-data,Outstanding build and reliability,"Purchased the SilkTouch Ceramic Hair Straightener recently after comparing several options, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-24]",5.0,2025-07-14,False,2.0,2026-09-14T10:00:00Z,DEMO
DEMO-00025,PureAir HEPA Room Air Purifier,Home and Kitchen,Demo Dataset,https://example.com/demo-review-data,Outstanding build and reliability,"   Regarding this PureAir HE    PA Room Air Purifier, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-25]   ",5.0,2026-04-18,True,1.0,2026-09-14T10:00:00Z,DEMO
DEMO-00026,The Pragmatic Programmer: 20th Anniversary,Books,Demo Dataset,https://example.com/demo-review-data,Exceptional value and engineering,"After extensive daily use of the The Pragmatic Programmer: 20th Anniversary, incredible reliability and fantastic support. You will certainly not regret buying this. Truly top tier in its category. [Ref: ID-26]",5.0,2026-08-19,True,1.0,2026-09-14T10:00:00Z,DEMO
DEMO-00027,HydraGlow Hyaluronic Acid Facial Serum,Beauty and Personal Care,Demo Dataset,https://example.com/demo-review-data,Best purchase of the year,"After reading mixed feedback online, I tried the HydraGlow Hyaluronic Acid Facial Serum and it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-27]",5.0,2026-03-23,True,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00028,HydroFlow Insulated Stainless Water Bottle,Sports and Outdoors,Demo Dataset,https://example.com/demo-review-data,Mediocre experience,"After reading mixed feedback online, I tried the HydroFlow Insulated Stainless Water Bottle and flimsy construction and frustrating ergonomics. It technically works, but is unpleasant to use regularly. [Ref: ID-28]",2.0,2025-07-17,True,1.0,2026-09-14T10:00:00Z,DEMO
DEMO-00029,ApexFit Resistance Band Training Set,Sports and Outdoors,Demo Dataset,https://example.com/demo-review-data,Ordinary product without highlights,"Having ordered the ApexFit Resistance Band Training Set last month, does what it says on the box. No major competitive advantages and no catastrophic failures either. [Ref: ID-29]",3.0,2025-04-09,True,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00030,AromaBreeze Stainless Steel Espresso Maker,Home and Kitchen,Demo Dataset,https://example.com/demo-review-data,Dependable and practical,"<div><b>Dependable and practical</b>: To be completely honest about the AromaBreeze Stainless Steel Espresso Maker, works as expected with consistent results. A slight learning curve at first, but smooth sailing afterwards. [Ref: ID-30] <br/><span>Verified buyer.</span></div>",4.0,2025-12-31,True,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00031,UltraClean Noise-Cancelling Headphones,Electronics,Demo Dataset,https://example.com/demo-review-data,Absolutely phenomenal quality!,"After extensive daily use of the UltraClean Noise-Cancelling Headphones, it completely exceeded every expectation. Superb craftsmanship, lightning-fast setup, and premium durability. Highly recommend to everyone! [Ref: ID-31]",5.0,2026-02-25,True,,2026-09-14T10:00:00Z,DEMO
DEMO-00032,PureAir HEPA Room Air Purifier,Home and Kitchen,Demo Dataset,https://example.com/demo-review-data,Unusable and frustrating,I took a chance on the PureAir HEPA Room Air Purifier and terrible quality control. Began overheating immediately and made strange noises. Disgraceful standard. [Ref: ID-32],1.0,2025-03-18,True,2.0,2026-09-14T10:00:00Z,DEMO
DEMO-00033,ProGamer Wireless Mechanical Keyboard,Electronics,Demo Dataset,https://example.com/demo-review-data,Exceptional value and engineering,I took a chance on the ProGamer Wireless Mechanical Keyboard and incredible reliability and fantastic support. You will certainly not regret buying this. Truly top tier in its category. [Ref: ID-33],5.0,2025-04-15,True,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00034,Designing Data-Intensive Applications,Books,Demo Dataset,https://example.com/demo-review-data,Satisfied with this buy,"Here is my honest take on the Designing Data-Intensive Applications: good functionality and nice aesthetic. A few minor plastic components, but functionally it works very well. [Ref: ID-34]",4.0,2026-08-13,True,1.0,2026-09-14T10:00:00Z,DEMO
DEMO-00035,Vision4K Smart Streaming Dongle,Electronics,Demo Dataset,https://example.com/demo-review-data,Very solid product with minor flaws,"Right out of the packaging, the Vision4K Smart Streaming Dongle it performs well for day-to-day tasks. The build is respectable, although the included instructions could have been slightly clearer. [Ref: ID-35]",4.0,2026-05-14,True,1.0,2026-09-14T10:00:00Z,DEMO
DEMO-00036,ApexFit Resistance Band Training Set,Sports and Outdoors,Demo Dataset,https://example.com/demo-review-data,Outstanding build and reliability,"Purchased the ApexFit Resistance Band Training Set recently after comparing several options, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-36]",5.0,2025-06-24,False,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00037,SilkTouch Ceramic Hair Straightener,Beauty and Personal Care,Demo Dataset,https://example.com/demo-review-data,Good quality for the price,"To be completely honest about the SilkTouch Ceramic Hair Straightener, the materials feel decent and it does its job smoothly. Delivery was fast and packaging was secure. Overall quite satisfied. [Ref: ID-37]",4.0,2025-07-23,True,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00038,Vision4K Smart Streaming Dongle,Electronics,Demo Dataset,https://example.com/demo-review-data,It is okay for the price,"Here is my honest take on the Vision4K Smart Streaming Dongle: the product arrived as described. It is okay for the price, though there are better alternatives if you spend slightly more. [Ref: ID-38]",3.0,2025-03-21,True,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00039,PureAir HEPA Room Air Purifier,Home and Kitchen,Demo Dataset,https://example.com/demo-review-data,Complete waste of money,"Right out of the packaging, the PureAir HEPA Room Air Purifier terrible product. It stopped working after one day and support was completely unhelpful. Avoid at all costs! [Ref: ID-39]",1.0,2026-08-23,True,1.0,2026-09-14T10:00:00Z,DEMO
DEMO-00040,Botanical Herbals Rejuvenating Night Cream,Beauty and Personal Care,Demo Dataset,https://example.com/demo-review-data,Disappointing longevity,"After extensive daily use of the Botanical Herbals Rejuvenating Night Cream, worked fine for the first two weeks, then started showing signs of wear and inconsistent behavior. Not really worth the hassle. [Ref: ID-40] Check out specs at https://example.com/demo-review-data for more.",2.0,2025-06-02,True,7.0,2026-09-14T10:00:00Z,DEMO
DEMO-00041,HydraGlow Hyaluronic Acid Facial Serum,Beauty and Personal Care,Demo Dataset,https://example.com/demo-review-data,Delighted with this purchase!,   ,5.0,2026-01-23,True,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00042,Vision4K Smart Streaming Dongle,Electronics,Demo Dataset,https://example.com/demo-review-data,Outstanding build and reliability,"To be completely honest about the Vision4K Smart Streaming Dongle, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-42]",5.0,2025-11-20,True,5.0,2026-09-14T10:00:00Z,DEMO
DEMO-00043,UltraClean Noise-Cancelling Headphones,Electronics,Demo Dataset,https://example.com/demo-review-data,Mediocre experience,"My hands-on experience with the UltraClean Noise-Cancelling Headphones shows that flimsy construction and frustrating ergonomics. It technically works, but is unpleasant to use regularly. [Ref: ID-43]",2.0,2026-06-06,False,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00044,AromaBreeze Stainless Steel Espresso Maker,Home and Kitchen,Demo Dataset,https://example.com/demo-review-data,Disappointing longevity,"I took a chance on the AromaBreeze Stainless Steel Espresso Maker and worked fine for the first two weeks, then started showing signs of wear and inconsistent behavior. Not really worth the hassle. [Ref: ID-44]",2.0,2026-07-03,True,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00045,UltraClean Noise-Cancelling Headphones,Electronics,Demo Dataset,https://example.com/demo-review-data,Below average quality,"Purchased the UltraClean Noise-Cancelling Headphones recently after comparing several options, the finish peeled slightly and response times are slow. Would suggest looking at competitors instead. [Ref: ID-45]",2.0,2025-08-30,False,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00046,TrailBlazer Lightweight Trekking Poles,Sports and Outdoors,Demo Dataset,https://example.com/demo-review-data,Best purchase of the year,"Right out of the packaging, the TrailBlazer Lightweight Trekking Poles it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-46]",5.0,2025-06-21,False,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00047,Designing Data-Intensive Applications,Books,Demo Dataset,https://example.com/demo-review-data,Best purchase of the year,"My hands-on experience with the Designing Data-Intensive Applications shows that it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-47]",5.0,2025-08-23,False,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00048,HydroFlow Insulated Stainless Water Bottle,Sports and Outdoors,Demo Dataset,https://example.com/demo-review-data,Exceptional value and engineering,"Regarding this HydroFlow Insulated Stainless Water Bottle, incredible reliability and fantastic support. You will certainly not regret buying this. Truly top tier in its category. [Ref: ID-48]",5.0,2026-01-09,True,1.0,2026-09-14T10:00:00Z,DEMO
DEMO-00049,HydroFlow Insulated Stainless Water Bottle,Sports and Outdoors,Demo Dataset,https://example.com/demo-review-data,Best purchase of the year,"After reading mixed feedback online, I tried the HydroFlow Insulated Stainless Water Bottle and it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-49]",5.0,2026-07-29,True,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00050,SilkTouch Ceramic Hair Straightener,Beauty and Personal Care,Demo Dataset,https://example.com/demo-review-data,It is okay for the price,"   To be completely honest a    bout the SilkTouch Ceramic Hair Straightener, the product arrived as described. It is okay for the price, though there are better alternatives if you spend slightly more. [Ref: ID-50]   ",3.0,2025-01-23,True,2.0,2026-09-14T10:00:00Z,DEMO
DEMO-00051,ApexFit Resistance Band Training Set,Sports and Outdoors,Demo Dataset,https://example.com/demo-review-data,"Average, meets basic expectations","Regarding this ApexFit Resistance Band Training Set, it arrived in standard packaging on schedule. Neither particularly impressed nor disappointed. It functions normally. [Ref: ID-51]",3.0,2025-09-22,True,3.0,2026-09-14T10:00:00Z,DEMO
DEMO-00052,AromaBreeze Stainless Steel Espresso Maker,Home and Kitchen,Demo Dataset,https://example.com/demo-review-data,Outstanding build and reliability,I have been testing this AromaBreeze Stainless Steel Espresso Maker for several weeks now and the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-52],5.0,2025-05-14,True,1.0,2026-09-14T10:00:00Z,DEMO
DEMO-00053,HydroFlow Insulated Stainless Water Bottle,Sports and Outdoors,Demo Dataset,https://example.com/demo-review-data,Best purchase of the year,"I took a chance on the HydroFlow Insulated Stainless Water Bottle and it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-53]",5.0,2025-04-04,True,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00054,AromaBreeze Stainless Steel Espresso Maker,Home and Kitchen,Demo Dataset,https://example.com/demo-review-data,Complete waste of money,"After reading mixed feedback online, I tried the AromaBreeze Stainless Steel Espresso Maker and terrible product. It stopped working after one day and support was completely unhelpful. Avoid at all costs! [Ref: ID-54]",1.0,2025-11-04,True,2.0,2026-09-14T10:00:00Z,DEMO
DEMO-00055,UltraClean Noise-Cancelling Headphones,Electronics,Demo Dataset,https://example.com/demo-review-data,Absolutely phenomenal quality!,"I have been testing this UltraClean Noise-Cancelling Headphones for several weeks now and it completely exceeded every expectation. Superb craftsmanship, lightning-fast setup, and premium durability. Highly recommend to everyone! [Ref: ID-55]",5.0,2026-03-24,True,2.0,2026-09-14T10:00:00Z,DEMO
DEMO-00056,HydraGlow Hyaluronic Acid Facial Serum,Beauty and Personal Care,Demo Dataset,https://example.com/demo-review-data,Horrible quality and defective,"My hands-on experience with the SilkTouch Ceramic Hair Straightener shows that smooth operation, gorgeous finish, and effortless usability. Will definitely be purchasing more from this line. [Ref: ID-11]",1.0,2025-04-09,True,3.0,2026-09-14T10:00:00Z,DEMO
DEMO-00057,Data Science from Scratch (2nd Edition),Books,Demo Dataset,https://example.com/demo-review-data,Delighted with this purchase!,"After extensive daily use of the Data Science from Scratch (2nd Edition), smooth operation, gorgeous finish, and effortless usability. Will definitely be purchasing more from this line. [Ref: ID-57]",5.0,2026-02-17,False,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00058,HydroFlow Insulated Stainless Water Bottle,Sports and Outdoors,Demo Dataset,https://example.com/demo-review-data,Decent performance overall,"Regarding this HydroFlow Insulated Stainless Water Bottle, pleasantly surprised by how well it held up over a couple of weeks of daily usage. Would recommend for standard needs. [Ref: ID-58]",4.0,2025-03-21,True,2.0,2026-09-14T10:00:00Z,DEMO
DEMO-00059,The Pragmatic Programmer: 20th Anniversary,Books,Demo Dataset,https://example.com/demo-review-data,Good quality for the price,"Purchased the The Pragmatic Programmer: 20th Anniversary recently after comparing several options, the materials feel decent and it does its job smoothly. Delivery was fast and packaging was secure. Overall quite satisfied. [Ref: ID-59]",4.0,2025-03-27,True,4.0,2026-09-14T10:00:00Z,DEMO
DEMO-00060,Vision4K Smart Streaming Dongle,Electronics,Demo Dataset,https://example.com/demo-review-data,Decent performance overall,"<div><b>Decent performance overall</b>: Having ordered the Vision4K Smart Streaming Dongle last month, pleasantly surprised by how well it held up over a couple of weeks of daily usage. Would recommend for standard needs. [Ref: ID-60] <br/><span>Verified buyer.</span></div>",4.0,2025-08-27,True,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00061,The Pragmatic Programmer: 20th Anniversary,Books,Demo Dataset,https://example.com/demo-review-data,Below average quality,"After reading mixed feedback online, I tried the The Pragmatic Programmer: 20th Anniversary and the finish peeled slightly and response times are slow. Would suggest looking at competitors instead. [Ref: ID-61]",2.0,2026-06-03,True,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00062,Vision4K Smart Streaming Dongle,Electronics,Demo Dataset,https://example.com/demo-review-data,"Average, meets basic expectations",I have been testing this Vision4K Smart Streaming Dongle for several weeks now and it arrived in standard packaging on schedule. Neither particularly impressed nor disappointed. It functions normally. [Ref: ID-62],3.0,2026-05-19,True,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00063,Designing Data-Intensive Applications,Books,Demo Dataset,https://example.com/demo-review-data,Outstanding build and reliability,"Purchased the Designing Data-Intensive Applications recently after comparing several options, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-63]",5.0,2026-07-18,True,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00064,AromaBreeze Stainless Steel Espresso Maker,Home and Kitchen,Demo Dataset,https://example.com/demo-review-data,Best purchase of the year,"Here is my honest take on the AromaBreeze Stainless Steel Espresso Maker: it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-64]",5.0,2026-07-21,True,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00065,Data Science from Scratch (2nd Edition),Books,Demo Dataset,https://example.com/demo-review-data,Exceptional value and engineering,"After extensive daily use of the Data Science from Scratch (2nd Edition), incredible reliability and fantastic support. You will certainly not regret buying this. Truly top tier in its category. [Ref: ID-65]",5.0,2025-05-11,True,2.0,2026-09-14T10:00:00Z,DEMO
DEMO-00066,SilkTouch Ceramic Hair Straightener,Beauty and Personal Care,Demo Dataset,https://example.com/demo-review-data,Good quality for the price,"Purchased the SilkTouch Ceramic Hair Straightener recently after comparing several options, the materials feel decent and it does its job smoothly. Delivery was fast and packaging was secure. Overall quite satisfied. [Ref: ID-66]",6.0,2025-04-29,True,4.0,2026-09-14T10:00:00Z,DEMO
DEMO-00067,Designing Data-Intensive Applications,Books,Demo Dataset,https://example.com/demo-review-data,Somewhat underwhelming,I have been testing this Designing Data-Intensive Applications for several weeks now and I had higher hopes based on online claims. The performance is sluggish and build quality feels rather cheap for the price tag. [Ref: ID-67],2.0,2025-12-02,True,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00068,TrailBlazer Lightweight Trekking Poles,Sports and Outdoors,Demo Dataset,https://example.com/demo-review-data,Absolutely phenomenal quality!,"Regarding this TrailBlazer Lightweight Trekking Poles, it completely exceeded every expectation. Superb craftsmanship, lightning-fast setup, and premium durability. Highly recommend to everyone! [Ref: ID-68]",5.0,2025-02-10,True,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00069,ChefMaster 8-Piece Japanese Knife Set,Home and Kitchen,Demo Dataset,https://example.com/demo-review-data,Decent performance overall,"To be completely honest about the ChefMaster 8-Piece Japanese Knife Set, pleasantly surprised by how well it held up over a couple of weeks of daily usage. Would recommend for standard needs. [Ref: ID-69]",4.0,2026-07-24,True,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00070,ChefMaster 8-Piece Japanese Knife Set,Home and Kitchen,Demo Dataset,https://example.com/demo-review-data,Complete waste of money,"After extensive daily use of the ChefMaster 8-Piece Japanese Knife Set, terrible product. It stopped working after one day and support was completely unhelpful. Avoid at all costs! [Ref: ID-70]",1.0,2025-11-25,True,5.0,2026-09-14T10:00:00Z,DEMO
DEMO-00071,Data Science from Scratch (2nd Edition),Books,Demo Dataset,https://example.com/demo-review-data,"Loved the design, hated the durability","My hands-on experience with the Data Science from Scratch (2nd Edition) shows that looks gorgeous on my counter and received compliments, but unfortunately it broke down after only three weeks of light use. [Ref: ID-71]",2.0,2025-07-26,True,3.0,2026-09-14T10:00:00Z,DEMO
DEMO-00072,The Pragmatic Programmer: 20th Anniversary,Books,Demo Dataset,https://example.com/demo-review-data,Exceptional value and engineering,"After reading mixed feedback online, I tried the The Pragmatic Programmer: 20th Anniversary and incredible reliability and fantastic support. You will certainly not regret buying this. Truly top tier in its category. [Ref: ID-72]",5.0,2026-05-11,True,4.0,2026-09-14T10:00:00Z,DEMO
DEMO-00073,HydroFlow Insulated Stainless Water Bottle,Sports and Outdoors,Demo Dataset,https://example.com/demo-review-data,Decent performance overall,"After extensive daily use of the HydroFlow Insulated Stainless Water Bottle, pleasantly surprised by how well it held up over a couple of weeks of daily usage. Would recommend for standard needs. [Ref: ID-73]",4.0,2026-04-30,True,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00074,ChefMaster 8-Piece Japanese Knife Set,Home and Kitchen,Demo Dataset,https://example.com/demo-review-data,Best purchase of the year,"I have been testing this ChefMaster 8-Piece Japanese Knife Set for several weeks now and it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-74]",5.0,2025-09-03,True,0.0,2026-09-14T10:00:00Z,DEMO
DEMO-00075,HydroFlow Insulated Stainless Water Bottle,Sports and Outdoors,Demo Dataset,https://example.com/demo-review-data,Dependable and practical,"   I have been testing this     HydroFlow Insulated Stainless Water Bottle for several weeks now and works as expected with consistent results. A slight learning curve at first, but smooth sailing afterwards. [Ref: ID-75]   ",4.0,2025-11-14,True,2.0,2026-09-14T10:00:00Z,DEMO
DEMO-00076,HydraGlow Hyaluronic Acid Facial Serum,Beauty and Personal Care,Demo Dataset,https://example.com/demo-review-data,Absolutely phenomenal quality!,"I took a chance on the HydraGlow Hyaluronic Acid Facial Serum and it completely exceeded every expectation. Superb craftsmanship, lightning-fast setup, and premium durability. Highly recommend to everyone! [Ref: ID-76]",5.0,2025-08-22,False,,2026-09-14T10:00:00Z,DEMO
