review_id,product_name,product_category,source,source_url,review_title,review_text,rating,review_date,verified_purchase,helpful_votes,ingestion_timestamp,data_mode,original_review_text,cleaned_review_text,character_count,word_count,sentence_count,exclamation_count,question_count,uppercase_ratio,has_url,has_repeated_punctuation,review_year,review_month,review_quarter,rating_group
DEMO-00011,SilkTouch Ceramic Hair Straightener,Beauty and Personal Care,Demo Dataset,https://example.com/demo-review-data,Delighted with this purchase!,"My hands-on experience with the SilkTouch Ceramic Hair Straightener shows that smooth operation, gorgeous finish, and effortless usability. Will definitely be purchasing more from this line. [Ref: ID-11]",5,2026-04-20,True,0,2026-09-14T10:00:00Z,DEMO,"My hands-on experience with the SilkTouch Ceramic Hair Straightener shows that smooth operation, gorgeous finish, and effortless usability. Will definitely be purchasing more from this line. [Ref: ID-11]","My hands-on experience with the SilkTouch Ceramic Hair Straightener shows that smooth operation, gorgeous finish, and effortless usability. Will definitely be purchasing more from this line. [Ref: ID-11]",203,28,3,0,0,0.0606,False,False,2026,4,2,Positive
DEMO-00012,Vision4K Smart Streaming Dongle,Electronics,Demo Dataset,https://example.com/demo-review-data,Ordinary product without highlights,Here is my honest take on the Vision4K Smart Streaming Dongle: does what it says on the box. No major competitive advantages and no catastrophic failures either. [Ref: ID-12],3,2026-05-29,True,0,2026-09-14T10:00:00Z,DEMO,Here is my honest take on the Vision4K Smart Streaming Dongle: does what it says on the box. No major competitive advantages and no catastrophic failures either. [Ref: ID-12],Here is my honest take on the Vision4K Smart Streaming Dongle: does what it says on the box. No major competitive advantages and no catastrophic failures either. [Ref: ID-12],174,29,3,0,0,0.0735,False,False,2026,5,2,Neutral
DEMO-00013,ProGamer Wireless Mechanical Keyboard,Electronics,Demo Dataset,https://example.com/demo-review-data,,"Here is my honest take on the ProGamer Wireless Mechanical Keyboard: it completely exceeded every expectation. Superb craftsmanship, lightning-fast setup, and premium durability. Highly recommend to everyone! [Ref: ID-13]",5,2026-05-08,True,3,2026-09-14T10:00:00Z,DEMO,"Here is my honest take on the ProGamer Wireless Mechanical Keyboard: it completely exceeded every expectation. Superb craftsmanship, lightning-fast setup, and premium durability. Highly recommend to everyone! [Ref: ID-13]","Here is my honest take on the ProGamer Wireless Mechanical Keyboard: it completely exceeded every expectation. Superb craftsmanship, lightning-fast setup, and premium durability. Highly recommend to everyone! [Ref: ID-13]",221,29,4,1,0,0.0611,False,False,2026,5,2,Positive
DEMO-00014,Botanical Herbals Rejuvenating Night Cream,Beauty and Personal Care,Demo Dataset,https://example.com/demo-review-data,Dependable and practical,"Having ordered the Botanical Herbals Rejuvenating Night Cream last month, works as expected with consistent results. A slight learning curve at first, but smooth sailing afterwards. [Ref: ID-14]",4,2026-05-02,True,0,2026-09-14T10:00:00Z,DEMO,"Having ordered the Botanical Herbals Rejuvenating Night Cream last month, works as expected with consistent results. A slight learning curve at first, but smooth sailing afterwards. [Ref: ID-14]","Having ordered the Botanical Herbals Rejuvenating Night Cream last month, works as expected with consistent results. A slight learning curve at first, but smooth sailing afterwards. [Ref: ID-14]",194,28,3,0,0,0.0637,False,False,2026,5,2,Positive
DEMO-00015,TrailBlazer Lightweight Trekking Poles,Sports and Outdoors,Demo Dataset,https://example.com/demo-review-data,Absolutely phenomenal quality!,"I have been testing this TrailBlazer Lightweight Trekking Poles for several weeks now and it completely exceeded every expectation. Superb craftsmanship, lightning-fast setup, and premium durability. Highly recommend to everyone! [Ref: ID-15]",5,2025-10-05,True,3,2026-09-14T10:00:00Z,DEMO,"I have been testing this TrailBlazer Lightweight Trekking Poles for several weeks now and it completely exceeded every expectation. Superb craftsmanship, lightning-fast setup, and premium durability. Highly recommend to everyone! [Ref: ID-15]","I have been testing this TrailBlazer Lightweight Trekking Poles for several weeks now and it completely exceeded every expectation. Superb craftsmanship, lightning-fast setup, and premium durability. Highly recommend to everyone! [Ref: ID-15]",242,32,4,1,0,0.0553,False,False,2025,10,4,Positive
DEMO-00017,ProGamer Wireless Mechanical Keyboard,Electronics,Demo Dataset,https://example.com/demo-review-data,Outstanding build and reliability,"To be completely honest about the ProGamer Wireless Mechanical Keyboard, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-17]",5,2025-08-11,True,4,2026-09-14T10:00:00Z,DEMO,"To be completely honest about the ProGamer Wireless Mechanical Keyboard, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-17]","To be completely honest about the ProGamer Wireless Mechanical Keyboard, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-17]",223,35,3,0,0,0.0556,False,False,2025,8,3,Positive
DEMO-00018,HydraGlow Hyaluronic Acid Facial Serum,Beauty and Personal Care,Demo Dataset,https://example.com/demo-review-data,Outstanding build and reliability,"Having ordered the HydraGlow Hyaluronic Acid Facial Serum last month, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-18]",5,2025-10-04,True,0,2026-09-14T10:00:00Z,DEMO,"Having ordered the HydraGlow Hyaluronic Acid Facial Serum last month, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-18]","Having ordered the HydraGlow Hyaluronic Acid Facial Serum last month, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-18]",220,35,3,0,0,0.0621,False,False,2025,10,4,Positive
DEMO-00019,PureAir HEPA Room Air Purifier,Home and Kitchen,Demo Dataset,https://example.com/demo-review-data,Outstanding build and reliability,"After reading mixed feedback online, I tried the PureAir HEPA Room Air Purifier and the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-19]",5,2025-10-02,True,2,2026-09-14T10:00:00Z,DEMO,"After reading mixed feedback online, I tried the PureAir HEPA Room Air Purifier and the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-19]","After reading mixed feedback online, I tried the PureAir HEPA Room Air Purifier and the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-19]",234,39,3,0,0,0.0802,False,False,2025,10,4,Positive
DEMO-00020,Vision4K Smart Streaming Dongle,Electronics,Demo Dataset,https://example.com/demo-review-data,Good quality for the price,Here is my honest take on the Vision4K Smart Streaming Dongle: the materials feel decent and it does its job smoothly. Delivery was fast and packaging was secure. Overall quite satisfied. [Ref: ID-20],4,2026-02-16,True,0,2026-09-14T10:00:00Z,DEMO,Here is my honest take on the Vision4K Smart Streaming Dongle: the materials feel decent and it does its job smoothly. Delivery was fast and packaging was secure. Overall quite satisfied. [Ref: ID-20],Here is my honest take on the Vision4K Smart Streaming Dongle: the materials feel decent and it does its job smoothly. Delivery was fast and packaging was secure. Overall quite satisfied. [Ref: ID-20],200,33,4,0,0,0.0701,False,False,2026,2,1,Positive
DEMO-00021,AromaBreeze Stainless Steel Espresso Maker,Home and Kitchen,Demo Dataset,https://example.com/demo-review-data,Exceptional value and engineering,"We needed a reliable solution and chose the AromaBreeze Stainless Steel Espresso Maker, and incredible reliability and fantastic support. You will certainly not regret buying this. Truly top tier in its category. [Ref: ID-21]",5,2025-03-19,True,0,2026-09-14T10:00:00Z,DEMO,"We needed a reliable solution and chose the AromaBreeze Stainless Steel Espresso Maker, and incredible reliability and fantastic support. You will certainly not regret buying this. Truly top tier in its category. [Ref: ID-21]","We needed a reliable solution and chose the AromaBreeze Stainless Steel Espresso Maker, and incredible reliability and fantastic support. You will certainly not regret buying this. Truly top tier in its category. [Ref: ID-21]",225,34,4,0,0,0.0659,False,False,2025,3,1,Positive
DEMO-00022,Botanical Herbals Rejuvenating Night Cream,Beauty and Personal Care,Demo Dataset,https://example.com/demo-review-data,Dependable and practical,"Regarding this Botanical Herbals Rejuvenating Night Cream, works as expected with consistent results. A slight learning curve at first, but smooth sailing afterwards. [Ref: ID-22]",4,2025-03-10,True,1,2026-09-14T10:00:00Z,DEMO,"Regarding this Botanical Herbals Rejuvenating Night Cream, works as expected with consistent results. A slight learning curve at first, but smooth sailing afterwards. [Ref: ID-22]","Regarding this Botanical Herbals Rejuvenating Night Cream, works as expected with consistent results. A slight learning curve at first, but smooth sailing afterwards. [Ref: ID-22]",179,25,3,0,0,0.069,False,False,2025,3,1,Positive
DEMO-00023,HydraGlow Hyaluronic Acid Facial Serum,Beauty and Personal Care,Demo Dataset,https://example.com/demo-review-data,,I have been testing this HydraGlow Hyaluronic Acid Facial Serum for several weeks now and the materials feel decent and it does its job smoothly. Delivery was fast and packaging was secure. Overall quite satisfied. [Ref: ID-23],4,2025-06-07,True,0,2026-09-14T10:00:00Z,DEMO,I have been testing this HydraGlow Hyaluronic Acid Facial Serum for several weeks now and the materials feel decent and it does its job smoothly. Delivery was fast and packaging was secure. Overall quite satisfied. [Ref: ID-23],I have been testing this HydraGlow Hyaluronic Acid Facial Serum for several weeks now and the materials feel decent and it does its job smoothly. Delivery was fast and packaging was secure. Overall quite satisfied. [Ref: ID-23],227,37,4,0,0,0.0659,False,False,2025,6,2,Positive
DEMO-00024,SilkTouch Ceramic Hair Straightener,Beauty and Personal Care,Demo Dataset,https://example.com/demo-review-data,Outstanding build and reliability,"Purchased the SilkTouch Ceramic Hair Straightener recently after comparing several options, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-24]",5,2025-07-14,False,2,2026-09-14T10:00:00Z,DEMO,"Purchased the SilkTouch Ceramic Hair Straightener recently after comparing several options, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-24]","Purchased the SilkTouch Ceramic Hair Straightener recently after comparing several options, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-24]",242,36,3,0,0,0.0505,False,False,2025,7,3,Positive
DEMO-00025,PureAir HEPA Room Air Purifier,Home and Kitchen,Demo Dataset,https://example.com/demo-review-data,Outstanding build and reliability,"   Regarding this PureAir HE    PA Room Air Purifier, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-25]   ",5,2026-04-18,True,1,2026-09-14T10:00:00Z,DEMO,"   Regarding this PureAir HE    PA Room Air Purifier, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-25]   ","Regarding this PureAir HE PA Room Air Purifier, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-25]",198,33,3,0,0,0.0892,False,False,2026,4,2,Positive
DEMO-00026,The Pragmatic Programmer: 20th Anniversary,Books,Demo Dataset,https://example.com/demo-review-data,Exceptional value and engineering,"After extensive daily use of the The Pragmatic Programmer: 20th Anniversary, incredible reliability and fantastic support. You will certainly not regret buying this. Truly top tier in its category. [Ref: ID-26]",5,2026-08-19,True,1,2026-09-14T10:00:00Z,DEMO,"After extensive daily use of the The Pragmatic Programmer: 20th Anniversary, incredible reliability and fantastic support. You will certainly not regret buying this. Truly top tier in its category. [Ref: ID-26]","After extensive daily use of the The Pragmatic Programmer: 20th Anniversary, incredible reliability and fantastic support. You will certainly not regret buying this. Truly top tier in its category. [Ref: ID-26]",210,31,4,0,0,0.0599,False,False,2026,8,3,Positive
DEMO-00027,HydraGlow Hyaluronic Acid Facial Serum,Beauty and Personal Care,Demo Dataset,https://example.com/demo-review-data,Best purchase of the year,"After reading mixed feedback online, I tried the HydraGlow Hyaluronic Acid Facial Serum and it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-27]",5,2026-03-23,True,0,2026-09-14T10:00:00Z,DEMO,"After reading mixed feedback online, I tried the HydraGlow Hyaluronic Acid Facial Serum and it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-27]","After reading mixed feedback online, I tried the HydraGlow Hyaluronic Acid Facial Serum and it delivers flawless performance and is worth every single penny. It feels sturdy, elegant, and genuinely works as advertised. 10/10! [Ref: ID-27]",238,36,4,1,0,0.0645,False,False,2026,3,1,Positive
DEMO-00028,HydroFlow Insulated Stainless Water Bottle,Sports and Outdoors,Demo Dataset,https://example.com/demo-review-data,Mediocre experience,"After reading mixed feedback online, I tried the HydroFlow Insulated Stainless Water Bottle and flimsy construction and frustrating ergonomics. It technically works, but is unpleasant to use regularly. [Ref: ID-28]",2,2025-07-17,True,1,2026-09-14T10:00:00Z,DEMO,"After reading mixed feedback online, I tried the HydroFlow Insulated Stainless Water Bottle and flimsy construction and frustrating ergonomics. It technically works, but is unpleasant to use regularly. [Ref: ID-28]","After reading mixed feedback online, I tried the HydroFlow Insulated Stainless Water Bottle and flimsy construction and frustrating ergonomics. It technically works, but is unpleasant to use regularly. [Ref: ID-28]",214,30,3,0,0,0.0686,False,False,2025,7,3,Negative
DEMO-00029,ApexFit Resistance Band Training Set,Sports and Outdoors,Demo Dataset,https://example.com/demo-review-data,Ordinary product without highlights,"Having ordered the ApexFit Resistance Band Training Set last month, does what it says on the box. No major competitive advantages and no catastrophic failures either. [Ref: ID-29]",3,2025-04-09,True,0,2026-09-14T10:00:00Z,DEMO,"Having ordered the ApexFit Resistance Band Training Set last month, does what it says on the box. No major competitive advantages and no catastrophic failures either. [Ref: ID-29]","Having ordered the ApexFit Resistance Band Training Set last month, does what it says on the box. No major competitive advantages and no catastrophic failures either. [Ref: ID-29]",179,28,3,0,0,0.0769,False,False,2025,4,2,Neutral
DEMO-00030,AromaBreeze Stainless Steel Espresso Maker,Home and Kitchen,Demo Dataset,https://example.com/demo-review-data,Dependable and practical,"<div><b>Dependable and practical</b>: To be completely honest about the AromaBreeze Stainless Steel Espresso Maker, works as expected with consistent results. A slight learning curve at first, but smooth sailing afterwards. [Ref: ID-30] <br/><span>Verified buyer.</span></div>",4,2025-12-31,True,0,2026-09-14T10:00:00Z,DEMO,"<div><b>Dependable and practical</b>: To be completely honest about the AromaBreeze Stainless Steel Espresso Maker, works as expected with consistent results. A slight learning curve at first, but smooth sailing afterwards. [Ref: ID-30] <br/><span>Verified buyer.</span></div>","Dependable and practical : To be completely honest about the AromaBreeze Stainless Steel Espresso Maker, works as expected with consistent results. A slight learning curve at first, but smooth sailing afterwards. [Ref: ID-30] Verified buyer.",241,35,3,0,0,0.061,False,False,2025,12,4,Positive
DEMO-00031,UltraClean Noise-Cancelling Headphones,Electronics,Demo Dataset,https://example.com/demo-review-data,Absolutely phenomenal quality!,"After extensive daily use of the UltraClean Noise-Cancelling Headphones, it completely exceeded every expectation. Superb craftsmanship, lightning-fast setup, and premium durability. Highly recommend to everyone! [Ref: ID-31]",5,2026-02-25,True,0,2026-09-14T10:00:00Z,DEMO,"After extensive daily use of the UltraClean Noise-Cancelling Headphones, it completely exceeded every expectation. Superb craftsmanship, lightning-fast setup, and premium durability. Highly recommend to everyone! [Ref: ID-31]","After extensive daily use of the UltraClean Noise-Cancelling Headphones, it completely exceeded every expectation. Superb craftsmanship, lightning-fast setup, and premium durability. Highly recommend to everyone! [Ref: ID-31]",225,27,4,1,0,0.0595,False,False,2026,2,1,Positive
DEMO-00032,PureAir HEPA Room Air Purifier,Home and Kitchen,Demo Dataset,https://example.com/demo-review-data,Unusable and frustrating,I took a chance on the PureAir HEPA Room Air Purifier and terrible quality control. Began overheating immediately and made strange noises. Disgraceful standard. [Ref: ID-32],1,2025-03-18,True,2,2026-09-14T10:00:00Z,DEMO,I took a chance on the PureAir HEPA Room Air Purifier and terrible quality control. Began overheating immediately and made strange noises. Disgraceful standard. [Ref: ID-32],I took a chance on the PureAir HEPA Room Air Purifier and terrible quality control. Began overheating immediately and made strange noises. Disgraceful standard. [Ref: ID-32],173,26,4,0,0,0.1079,False,False,2025,3,1,Negative
DEMO-00033,ProGamer Wireless Mechanical Keyboard,Electronics,Demo Dataset,https://example.com/demo-review-data,Exceptional value and engineering,I took a chance on the ProGamer Wireless Mechanical Keyboard and incredible reliability and fantastic support. You will certainly not regret buying this. Truly top tier in its category. [Ref: ID-33],5,2025-04-15,True,0,2026-09-14T10:00:00Z,DEMO,I took a chance on the ProGamer Wireless Mechanical Keyboard and incredible reliability and fantastic support. You will certainly not regret buying this. Truly top tier in its category. [Ref: ID-33],I took a chance on the ProGamer Wireless Mechanical Keyboard and incredible reliability and fantastic support. You will certainly not regret buying this. Truly top tier in its category. [Ref: ID-33],198,31,4,0,0,0.0692,False,False,2025,4,2,Positive
DEMO-00034,Designing Data-Intensive Applications,Books,Demo Dataset,https://example.com/demo-review-data,Satisfied with this buy,"Here is my honest take on the Designing Data-Intensive Applications: good functionality and nice aesthetic. A few minor plastic components, but functionally it works very well. [Ref: ID-34]",4,2026-08-13,True,1,2026-09-14T10:00:00Z,DEMO,"Here is my honest take on the Designing Data-Intensive Applications: good functionality and nice aesthetic. A few minor plastic components, but functionally it works very well. [Ref: ID-34]","Here is my honest take on the Designing Data-Intensive Applications: good functionality and nice aesthetic. A few minor plastic components, but functionally it works very well. [Ref: ID-34]",189,28,3,0,0,0.0596,False,False,2026,8,3,Positive
DEMO-00035,Vision4K Smart Streaming Dongle,Electronics,Demo Dataset,https://example.com/demo-review-data,Very solid product with minor flaws,"Right out of the packaging, the Vision4K Smart Streaming Dongle it performs well for day-to-day tasks. The build is respectable, although the included instructions could have been slightly clearer. [Ref: ID-35]",4,2026-05-14,True,1,2026-09-14T10:00:00Z,DEMO,"Right out of the packaging, the Vision4K Smart Streaming Dongle it performs well for day-to-day tasks. The build is respectable, although the included instructions could have been slightly clearer. [Ref: ID-35]","Right out of the packaging, the Vision4K Smart Streaming Dongle it performs well for day-to-day tasks. The build is respectable, although the included instructions could have been slightly clearer. [Ref: ID-35]",210,31,3,0,0,0.0599,False,False,2026,5,2,Positive
DEMO-00036,ApexFit Resistance Band Training Set,Sports and Outdoors,Demo Dataset,https://example.com/demo-review-data,Outstanding build and reliability,"Purchased the ApexFit Resistance Band Training Set recently after comparing several options, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-36]",5,2025-06-24,False,0,2026-09-14T10:00:00Z,DEMO,"Purchased the ApexFit Resistance Band Training Set recently after comparing several options, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-36]","Purchased the ApexFit Resistance Band Training Set recently after comparing several options, the attention to detail is truly impressive. Works brilliantly right out of the box and has made a noticeable improvement in our routine. [Ref: ID-36]",243,37,3,0,0,0.0556,False,False,2025,6,2,Positive
DEMO-00037,SilkTouch Ceramic Hair Straightener,Beauty and Personal Care,Demo Dataset,https://example.com/demo-review-data,Good quality for the price,"To be completely honest about the SilkTouch Ceramic Hair Straightener, the materials feel decent and it does its job smoothly. Delivery was fast and packaging was secure. Overall quite satisfied. [Ref: ID-37]",4,2025-07-23,True,0,2026-09-14T10:00:00Z,DEMO,"To be completely honest about the SilkTouch Ceramic Hair Straightener, the materials feel decent and it does its job smoothly. Delivery was fast and packaging was secure. Overall quite satisfied. [Ref: ID-37]","To be completely honest about the SilkTouch Ceramic Hair Straightener, the materials feel decent and it does its job smoothly. Delivery was fast and packaging was secure. Overall quite satisfied. [Ref: ID-37]",208,32,4,0,0,0.0659,False,False,2025,7,3,Positive
DEMO-00038,Vision4K Smart Streaming Dongle,Electronics,Demo Dataset,https://example.com/demo-review-data,It is okay for the price,"Here is my honest take on the Vision4K Smart Streaming Dongle: the product arrived as described. It is okay for the price, though there are better alternatives if you spend slightly more. [Ref: ID-38]",3,2025-03-21,True,0,2026-09-14T10:00:00Z,DEMO,"Here is my honest take on the Vision4K Smart Streaming Dongle: the product arrived as described. It is okay for the price, though there are better alternatives if you spend slightly more. [Ref: ID-38]","Here is my honest take on the Vision4K Smart Streaming Dongle: the product arrived as described. It is okay for the price, though there are better alternatives if you spend slightly more. [Ref: ID-38]",200,34,3,0,0,0.0641,False,False,2025,3,1,Neutral
